"","ppt_id","Motives.Feeling","Motives.Exciting","Motives.High","Motives.Fun","Motives.Good","PGSI.Afford","PGSI.Excitement","PGSI.WinBack","PGSI.Borrowed","PGSI.Problem","PGSI.Health","PGSI.Criticised","PGSI.Financial","PGSI.Guilty"
"1154","P0426","Sometimes","Sometimes","Never","Sometimes","Sometimes","Always","Never","Never","Never","Never","Never","Never","Never","Never"
"1155","P0421","Always","Always","Often","Sometimes","Often","MostTime","MostTime","MostTime","MostTime","Always","Always","Always","Always","Always"
"1156","P0539","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never"
"1157","P1659","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1158","P1663","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"1159","P1006","Sometimes","Often","Never","Often","Never","Sometimes","Sometimes","MostTime","Never","Never","Never","Never","Never","Sometimes"
"1160","P0686","Sometimes","Sometimes","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1161","P1773","Sometimes","Sometimes","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never"
"1162","P0671","Sometimes","Sometimes","Never","Often","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never"
"1163","P1619","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1164","P0207","Often","Often","Often","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1165","P1477","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1166","P0329","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1167","P0857","Never","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","MostTime"
"1168","P1701","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1169","P1401","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1170","P0095","Sometimes","Always","Sometimes","Sometimes","Sometimes","MostTime","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never"
"1171","P0639","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Sometimes","Sometimes"
"1172","P0819","Often","Often","Never","Always","Never","Sometimes","Always","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Sometimes"
"1173","P0521","Often","Always","Sometimes","Always","Often","Never","Never","Sometimes","Never","Never","Never","Never","Never","MostTime"
"1174","P1413","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1175","P1515","Often","Always","Often","Always","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"1176","P0369","Sometimes","Sometimes","Often","Often","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes","Sometimes","Never","Sometimes"
"1177","P0719","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1178","P0882","Never","Never","Never","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never"
"1179","P1185","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1180","P0134","Sometimes","Often","Often","Often","Often","Never","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never"
"1181","P0295","Always","Always","Often","Always","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes"
"1182","P1374","Sometimes","Often","Never","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1183","P1776","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never"
"1184","P1436","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never"
"1185","P1062","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes","Never","Never","Sometimes","Never","Never","Never"
"1186","P0962","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1187","P1075","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1188","P0321","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","MostTime"
"1189","P1542","Sometimes","Often","Sometimes","Often","Sometimes","Sometimes","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"1190","P0622","Often","Often","Often","Often","Often","Never","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never"
"1191","P1019","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1192","P0121","Often","Often","Never","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1193","P1181","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1194","P0277","Sometimes","Often","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"1195","P1106","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1196","P1280","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Sometimes","Sometimes","Never","Never","Never"
"1197","P0797","Often","Often","Often","Often","Often","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1198","P0234","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1199","P1080","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1200","P0652","Always","Often","Often","Often","Often","Sometimes","MostTime","MostTime","Never","Always","MostTime","Never","Sometimes","MostTime"
"1201","P0328","Always","Always","Often","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1202","P0624","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1203","P1680","Never","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never"
"1204","P0769","Often","Always","Never","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1205","P1259","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1206","P0486","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","MostTime","Always","Never","Sometimes","Sometimes","Never","Never","Always"
"1207","P1764","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"1208","P1466","Sometimes","Often","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1209","P0228","Sometimes","Often","Sometimes","Sometimes","Often","Never","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","MostTime"
"1210","P0290","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"1211","P1710","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1212","P0603","Sometimes","Sometimes","Never","Sometimes","Never","MostTime","Never","Sometimes","Sometimes","Never","MostTime","Sometimes","Sometimes","Sometimes"
"1213","P1653","Often","Often","Often","Often","Often","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1214","P0030","Never","Never","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1215","P0005","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","MostTime","MostTime","Never","Never","Sometimes"
"1216","P0616","Sometimes","Often","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1217","P0164","Often","Often","Sometimes","Always","Often","Never","Sometimes","Sometimes","Never","Never","Never","Sometimes","Never","Never"
"1218","P1083","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1219","P1454","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1220","P1142","Sometimes","Often","Sometimes","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1221","P1257","Always","Always","Always","Always","Always","Sometimes","Never","Never","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes"
"1222","P0256","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Never","Never","Never","Sometimes","Never","Never","Never","Sometimes"
"1223","P0273","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1224","P0048","Often","Sometimes","Often","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Sometimes"
"1225","P1422","Often","Sometimes","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never"
"1226","P1250","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1227","P1151","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1228","P0062","Sometimes","Always","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1229","P1552","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1230","P0736","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1231","P0187","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1232","P0668","Often","Always","Often","Often","Sometimes","Sometimes","Never","MostTime","Never","Sometimes","Never","Sometimes","Never","MostTime"
"1233","P0272","Sometimes","Sometimes","Never","Sometimes","Never","Always","Never","Never","Never","Never","Never","Never","Never","Never"
"1234","P1149","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Always","Never","Never","Always"
"1235","P0663","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1236","P0581","Often","Often","Never","Always","Sometimes","Never","MostTime","Sometimes","Never","Never","Never","Never","Never","Never"
"1237","P0186","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1238","P1670","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never"
"1239","P0638","Often","Always","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1240","P1068","Often","Often","Often","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes"
"1241","P0991","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1242","P1757","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","MostTime","Always","Always","Always","Sometimes","Sometimes","Never","Always","Always"
"1243","P1338","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1244","P1712","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1245","P1279","Often","Often","Often","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1246","P0457","Often","Often","Sometimes","Always","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1247","P1026","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1248","P0623","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1249","P1492","Often","Often","Sometimes","Often","Often","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes"
"1250","P1131","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1251","P0166","Always","Always","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never"
"1252","P1534","Sometimes","Often","Never","Often","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Sometimes"
"1253","P0183","Sometimes","Often","Often","Often","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1254","P0236","Sometimes","Often","Sometimes","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1255","P0747","Sometimes","Sometimes","Never","Often","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1256","P1013","Always","Always","Often","Often","Often","Never","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never"
"1257","P0855","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1258","P1022","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1259","P0795","Sometimes","Sometimes","Never","Often","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1260","P0512","Always","Always","Often","Often","Sometimes","Sometimes","Sometimes","MostTime","Never","Sometimes","Never","MostTime","Never","MostTime"
"1261","P1389","Sometimes","Sometimes","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never"
"1262","P0141","Always","Often","Always","Often","Often","MostTime","MostTime","Sometimes","Never","Never","Never","Never","Sometimes","Sometimes"
"1263","P0532","Always","Always","Always","Always","Always","Sometimes","MostTime","Always","Never","Always","Sometimes","MostTime","Never","MostTime"
"1264","P1758","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1265","P1783","Sometimes","Often","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1266","P0667","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Never","MostTime","Never","Sometimes","Never","Sometimes","Never","Sometimes"
"1267","P1392","Often","Always","Often","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","MostTime","Never","Never","MostTime"
"1268","P0044","Never","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1269","P1790","Sometimes","Often","Sometimes","Never","Never","Always","Always","Always","Always","Always","Always","Always","Always","Always"
"1270","P0409","Sometimes","Sometimes","Often","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1271","P0589","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1272","P1300","Always","Always","Always","Always","Always","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","MostTime"
"1273","P1627","Sometimes","Always","Often","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"1274","P0006","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1275","P0845","Sometimes","Often","Never","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"1276","P0863","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"1277","P1188","Never","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never"
"1278","P0154","Sometimes","Sometimes","Never","Often","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"1279","P0384","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1280","P0923","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"1281","P0577","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1282","P0239","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1283","P0162","Often","Often","Sometimes","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1284","P0559","Sometimes","Often","Often","Often","Often","Never","Never","MostTime","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes"
"1285","P1424","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1286","P0767","Often","Often","Often","Often","Often","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"1287","P1667","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"1288","P0463","Sometimes","Always","Often","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"1289","P1732","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1290","P1643","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1291","P1676","Sometimes","Sometimes","Often","Often","Never","Never","Sometimes","Sometimes","Never","Sometimes","MostTime","Never","Never","Sometimes"
"1292","P0951","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1293","P1511","Sometimes","Often","Often","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1294","P0566","Sometimes","Always","Often","Often","Never","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never"
"1295","P0072","Often","Sometimes","Never","Always","Never","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never"
"1296","P0144","Sometimes","Always","Often","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1297","P1523","Often","Often","Often","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"1298","P0697","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","MostTime","Sometimes","MostTime","MostTime","MostTime","MostTime","Always"
"1299","P1334","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1300","P1139","Sometimes","Often","Often","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1301","P1033","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1302","P1113","Sometimes","Sometimes","Often","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1303","P0001","Always","Always","Sometimes","Always","Always","Always","Always","Never","Never","Always","Sometimes","Sometimes","Sometimes","Always"
"1304","P1620","Sometimes","Often","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1305","P0523","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1306","P1243","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1307","P1733","Always","Always","Always","Always","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1308","P1731","Sometimes","Sometimes","Never","Always","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never"
"1309","P1288","Never","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1310","P0043","Often","Often","Sometimes","Sometimes","Often","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"1311","P0368","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1312","P0662","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes","Never","Never","Sometimes"
"1313","P0653","Often","Sometimes","Often","Often","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1314","P1127","Always","Always","Often","Always","Always","Sometimes","Always","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes"
"1315","P1135","Often","Often","Often","Often","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"1316","P1173","Never","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Always","Never","Never","Never","Never"
"1317","P0693","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1318","P0388","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never"
"1319","P0068","Sometimes","Often","Sometimes","Often","Never","Sometimes","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes"
"1320","P0849","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1321","P0961","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"1322","P1406","Sometimes","Often","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1323","P1737","Always","Often","Sometimes","Always","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1324","P1158","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never"
"1325","P1012","Always","Always","Always","Always","Always","Always","Always","Sometimes","Never","Sometimes","Never","Sometimes","Sometimes","MostTime"
"1326","P0665","Sometimes","Always","Always","Always","Sometimes","Never","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never"
"1327","P0023","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1328","P0879","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1329","P1616","Sometimes","Always","Always","Always","Often","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1330","P1365","Often","Often","Sometimes","Often","Often","Sometimes","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"1331","P1232","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1332","P1524","Often","Sometimes","Never","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"1333","P0231","Often","Often","Sometimes","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes"
"1334","P1102","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1335","P0868","Sometimes","Often","Never","Often","Often","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never"
"1336","P0058","Never","Sometimes","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"1337","P0937","Sometimes","Often","Often","Often","Sometimes","MostTime","Never","MostTime","Sometimes","MostTime","Sometimes","Sometimes","Always","Always"
"1338","P1261","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"1339","P1798","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Always"
"1340","P0039","Often","Often","Sometimes","Sometimes","Sometimes","MostTime","MostTime","MostTime","MostTime","Sometimes","Sometimes","Always","Always","MostTime"
"1341","P1332","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1342","P0022","Sometimes","Often","Often","Sometimes","Often","Never","Sometimes","MostTime","Never","Sometimes","Never","Never","Never","Sometimes"
"1343","P0711","Sometimes","Sometimes","Often","Often","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1344","P1361","Often","Always","Often","Often","Sometimes","Sometimes","Sometimes","MostTime","Never","Sometimes","Never","Never","Sometimes","Sometimes"
"1345","P1755","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1346","P1809","Sometimes","Often","Often","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1347","P0084","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1348","P0584","Always","Always","Always","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1349","P1794","Often","Often","Always","Often","Often","MostTime","MostTime","MostTime","MostTime","Always","MostTime","Always","Sometimes","Always"
"1350","P1439","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1351","P0353","Always","Always","Sometimes","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1352","P0701","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Sometimes","Never","Never","Never","Sometimes"
"1353","P0012","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1354","P1646","Sometimes","Sometimes","Often","Often","Sometimes","Never","Never","Never","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes"
"1355","P0017","Never","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1356","P1689","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1357","P0157","Sometimes","Often","Sometimes","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1358","P0992","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"1359","P0412","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1360","P1589","Often","Always","Always","Often","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Sometimes","Never","Never"
"1361","P0271","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1362","P0429","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1363","P0876","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1364","P0960","Never","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1365","P0443","Sometimes","Often","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1366","P1437","Often","Often","Often","Always","Always","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1367","P0642","Often","Often","Often","Often","Sometimes","Never","Never","Sometimes","Never","Never","Sometimes","Never","Never","Sometimes"
"1368","P1817","Often","Often","Always","Always","Often","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never"
"1369","P1132","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1370","P0122","Never","Never","Never","Never","Never","Never","Never","Never","Never","Always","Never","Never","Never","Never"
"1371","P1629","Never","Sometimes","Never","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1372","P0765","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Sometimes","Always","MostTime","MostTime"
"1373","P0139","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never"
"1374","P0881","Sometimes","Sometimes","Often","Often","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1375","P0844","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes"
