"","ppt_id","bet_no","bet_time","old_bonus","total_amt_bet","win","new_bonus","average_odds","total_numbers_bet","no_tokens"
"2746","P0045",3,"12:07:50",3,-1,5.5,7.5,2.28,20,2
"2747","P0330",1,"12:07:51",3,-1,0,2,17.03,2,2
"2748","P0057",18,"12:07:59",2.2,-0.1,0.3,2.4,2.03,12,1
"2749","P0436",2,"12:08:00",5,-1,0,4,1.03,18,1
"2750","P0732",3,"12:08:00",5,-1,2,6,1.03,18,1
"2751","P0057",19,"12:08:09",2.4,-0.1,0,2.3,2.03,12,1
"2752","P0330",2,"12:08:10",2,-0.5,0,1.5,1.03,18,1
"2753","P0057",20,"12:08:19",2.3,-0.1,0.3,2.5,2.03,12,1
"2754","P0330",3,"12:08:21",1.5,-0.5,0,1,1.03,18,1
"2755","P0436",3,"12:08:27",4,-1,2,5,1.03,18,1
"2756","P0057",21,"12:08:31",2.5,-0.1,0.3,2.7,2.03,12,1
"2757","P0330",4,"12:08:32",1,-0.5,1,1.5,1.03,18,1
"2758","P0436",4,"12:08:39",5,-1,2,6,1.03,18,1
"2759","P0732",4,"12:08:41",6,-1,0,5,1.03,18,1
"2760","P0057",22,"12:08:41",2.7,-0.1,0,2.6,2.03,12,1
"2761","P0330",5,"12:08:48",1.5,-0.5,1,2,1.03,18,1
"2762","P0057",23,"12:08:51",2.6,-0.1,0.3,2.8,2.03,12,1
"2763","P0732",5,"12:08:51",5,-1,2,6,1.03,18,1
"2764","P1409",1,"12:09:00",3,-1,2,4,1.03,18,1
"2765","P0330",6,"12:09:01",2,-1,0,1,1.03,18,1
"2766","P0057",24,"12:09:01",2.8,-0.1,0,2.7,2.03,12,1
"2767","P0057",25,"12:09:11",2.7,-0.1,0,2.6,2.03,12,1
"2768","P0057",26,"12:09:21",2.6,-0.1,0.3,2.8,2.03,12,1
"2769","P1679",1,"12:09:41",3,-1,1,3,0.53,27,2
"2770","P1409",2,"12:09:26",4,-1,1.6,4.6,0.75,24,6
"2771","P0732",6,"12:09:28",6,-1,0.8,5.8,3.55,21,5
"2772","P0057",27,"12:09:30",2.8,-0.1,0,2.7,2.03,12,1
"2773","P0057",28,"12:09:40",2.7,-0.1,0,2.6,2.03,12,1
"2774","P1499",1,"12:09:48",3,-0.2,0,2.8,2.03,12,1
"2775","P0793",1,"12:09:45",3,-1,0,2,1.03,18,1
"2776","P1409",3,"12:09:49",4.6,-1,2.2,5.8,0.75,24,4
"2777","P1679",2,"12:10:08",3,-1,2,4,0.53,27,2
"2778","P0057",29,"12:09:49",2.6,-0.1,0.3,2.8,2.03,12,1
"2779","P0732",7,"12:09:53",5.8,-1,0.8,5.6,3.95,21,5
"2780","P0057",30,"12:09:59",2.8,-0.1,0,2.7,2.03,12,1
"2781","P0793",2,"12:10:06",2,-1,2,3,1.03,18,1
"2782","P0057",31,"12:10:09",2.7,-0.1,0,2.6,2.03,12,1
"2783","P1499",2,"12:10:15",2.8,-0.5,1,3.3,1.03,18,1
"2784","P1370",1,"12:10:12",3,-1,0,2,2.45,14,10
"2785","P0732",8,"12:10:16",5.6,-1,2,6.6,1.03,18,5
"2786","P0057",32,"12:10:18",2.6,-0.1,0,2.5,2.03,12,1
"2787","P1409",4,"12:10:19",5.8,-0.8,0,5,0.71,24,3
"2788","P0057",33,"12:10:29",2.5,-0.5,0,2,2.03,12,5
"2789","P0732",9,"12:10:36",6.6,-1,0,5.6,2.03,12,1
"2790","P1499",3,"12:10:42",3.3,-1,2,4.3,1.03,18,1
"2791","P0057",34,"12:10:40",2,-1,0,1,2.03,12,1
"2792","P1679",3,"12:11:04",4,-1,2,5,0.53,27,2
"2793","P0732",10,"12:10:46",5.6,-1,0,4.6,2.03,12,1
"2794","P0504",1,"12:10:55",3,-1,2,4,1.03,18,10
"2795","P1370",2,"12:10:53",2,-0.8,0,1.2,0.93,22,8
"2796","P1499",4,"12:11:05",4.3,-0.5,1,4.8,1.03,18,1
"2797","P1370",3,"12:11:04",1.2,-0.1,0,1.1,2.03,12,1
"2798","P0793",3,"12:11:12",3,-0.4,0.4,3,0.53,27,2
"2799","P1370",4,"12:11:16",1.1,-0.5,0,0.6,2.03,12,1
"2800","P1499",5,"12:11:29",4.8,-0.5,1.5,5.8,2.03,12,1
"2801","P1370",5,"12:11:26",0.6,-0.5,1.5,1.6,2.03,12,1
"2802","P0793",4,"12:11:33",3,-0.4,0,2.6,0.53,27,2
"2803","P1499",6,"12:11:57",5.8,-1,0,4.8,1.03,18,1
"2804","P0793",5,"12:11:57",2.6,-0.4,0.8,3,0.53,27,2
"2805","P1370",6,"12:12:01",1.6,-0.2,0,1.4,1.03,18,1
"2806","P1370",7,"12:12:12",1.4,-0.2,0,1.2,1.03,18,1
"2807","P0793",6,"12:12:20",3,-1,1.5,3.5,0.78,24,2
"2808","P1370",8,"12:12:22",1.2,-0.2,0,1,1.03,18,1
"2809","P1370",9,"12:12:35",1,-0.2,0,0.8,1.03,18,1
"2810","P1370",10,"12:12:54",0.8,-0.5,1,1.3,1.03,18,1
"2811","P1370",11,"12:13:10",1.3,-0.4,0.4,1.3,0.58,26,2
"2812","P1370",12,"12:13:33",1.3,-1,0,0.3,1.91,17,10
"2813","P1370",13,"12:13:45",0.3,-0.2,0.3,0.4,0.53,24,2
"2814","P1274",1,"12:14:53",3,-0.2,0,2.8,35.03,1,1
"2815","P1274",2,"12:15:11",2.8,-0.1,0,2.7,35.03,1,1
"2816","P1274",3,"12:15:24",2.7,-0.1,0,2.6,35.03,1,1
"2817","P1274",4,"12:15:37",2.6,-0.1,0,2.5,35.03,1,1
"2818","P1510",1,"12:15:46",3,-1,0,2,1.03,18,1
"2819","P1274",5,"12:15:52",2.5,-0.1,0,2.4,35.03,1,1
"2820","P1510",2,"12:16:01",2,-0.5,0,1.5,1.03,18,1
"2821","P1274",6,"12:16:05",2.4,-0.1,0,2.3,35.03,1,1
"2822","P1510",3,"12:16:22",1.5,-0.5,0,1,1.03,18,1
"2823","P1274",7,"12:16:16",2.3,-0.1,0,2.2,35.03,1,1
"2824","P1510",4,"12:16:35",1,-0.5,1,1.5,1.03,18,1
"2825","P1274",8,"12:16:28",2.2,-0.1,0,2.1,35.03,1,1
"2826","P1274",9,"12:16:40",2.1,-0.1,0,2,35.03,1,1
"2827","P1510",5,"12:17:13",1.5,-0.5,1,2,1.03,18,1
"2828","P1510",6,"12:17:36",2,-0.5,1,2.5,1.03,18,1
"2829","P0337",1,"12:19:12",3,-0.5,1,3.5,1.03,18,5
"2830","P0337",2,"12:19:38",3.5,-0.5,0,3,1.03,18,5
"2831","P0337",3,"12:19:51",3,-0.5,0,2.5,1.03,18,5
"2832","P0337",4,"12:20:06",2.5,-0.5,1,3,1.03,18,5
"2833","P1698",1,"12:21:09",3,-1,2,4,1.03,18,1
"2834","P0696",1,"12:21:20",3,-0.2,0.4,3.2,1.03,18,1
"2835","P1698",2,"12:21:22",4,-1,0,3,1.03,18,1
"2836","P0393",1,"12:21:33",3,-0.2,0,2.8,1.03,18,1
"2837","P0184",1,"12:21:35",3,-0.5,1,3.5,1.03,18,1
"2838","P0344",1,"12:21:36",3,-0.1,0,2.9,1.03,18,1
"2839","P0696",2,"12:21:45",3.2,-0.2,0,3,1.03,18,1
"2840","P0393",2,"12:21:47",2.8,-0.2,0.4,3,1.03,18,1
"2841","P0358",1,"12:21:48",3,-0.1,0.2,3.1,1.03,18,1
"2842","P0344",2,"12:21:48",2.9,-0.1,0,2.8,1.03,18,1
"2843","P0184",2,"12:21:54",3.5,-0.5,0,3,2.03,12,1
"2844","P0344",3,"12:21:59",2.8,-0.1,0.2,2.9,1.03,18,1
"2845","P0696",3,"12:22:01",3,-0.2,0.4,3.2,1.03,18,1
"2846","P0549",1,"12:22:05",3,-1,0,2,2.03,12,1
"2847","P0184",3,"12:22:05",3,-0.5,1.5,4,2.03,12,1
"2848","P0358",2,"12:22:10",3.1,-0.1,0,3,1.03,18,1
"2849","P0344",4,"12:22:12",2.9,-0.1,0,2.8,1.03,18,1
"2850","P0696",4,"12:22:15",3.2,-0.2,0,3,1.03,18,1
"2851","P0549",2,"12:22:24",2,-1,3,4,2.03,12,6
"2852","P0344",5,"12:22:26",2.8,-0.1,0.2,2.9,1.03,18,1
"2853","P0696",5,"12:22:28",3,-0.2,0.4,3.2,1.03,18,1
"2854","P1800",1,"12:22:26",3,-1,0,2,1.03,18,1
"2855","P0184",4,"12:22:33",4,-0.6,0,3.4,7.03,5,6
"2856","P1796",1,"12:22:34",3,-1,1.1,3.1,0.1,36,10
"2857","P0549",3,"12:22:41",4,-0.5,0,3.5,1.03,18,1
"2858","P0696",6,"12:22:43",3.2,-0.2,0,3,1.03,18,1
"2859","P0184",5,"12:22:44",3.4,-0.5,1,3.9,1.03,18,1
"2860","P1800",2,"12:22:42",2,-1,2,3,1.03,18,1
"2861","P0503",1,"12:22:49",3,-0.1,0,2.9,35.03,1,1
"2862","P0549",4,"12:22:53",3.5,-0.5,1,4,1.03,18,1
"2863","P0696",7,"12:22:55",3,-0.2,0.4,3.2,1.03,18,1
"2864","P1800",3,"12:22:55",3,-1,2,4,1.03,18,1
"2865","P0184",6,"12:23:01",3.9,-0.5,1,4.4,1.03,18,1
"2866","P0696",8,"12:23:07",3.2,-0.2,0.4,3.4,1.03,18,1
"2867","P1796",2,"12:23:14",3.1,-1,0,2.1,5.51,6,6
"2868","P1533",1,"12:23:17",3,-0.2,0,2.8,1.03,18,1
"2869","P0184",7,"12:23:19",4.4,-0.4,0.4,4.4,0.78,24,2
"2870","P1800",4,"12:23:16",4,-1,2,5,1.03,18,1
"2871","P1284",1,"12:23:28",3,-1,0,2,1.03,18,10
"2872","P0696",9,"12:23:30",3.4,-0.2,0,3.2,1.03,18,1
"2873","P0549",5,"12:23:31",4,-1,1.2,4.2,0.23,30,5
"2874","P0184",8,"12:23:34",4.4,-0.5,0,3.9,1.03,18,1
"2875","P1796",3,"12:23:32",2.1,-0.2,0,1.9,0.53,27,2
"2876","P1800",5,"12:23:32",5,-1,0,4,1.03,18,1
"2877","P1284",2,"12:23:45",2,-1,2,3,1.03,18,10
"2878","P1533",2,"12:23:39",2.8,-0.2,0.4,3,1.03,18,1
"2879","P0046",1,"12:23:44",3,-0.5,1,3.5,1.03,18,1
"2880","P0184",9,"12:23:44",3.9,-0.5,1,4.4,1.03,18,1
"2881","P0696",10,"12:23:44",3.2,-0.2,0.4,3.4,1.03,18,1
"2882","P1796",4,"12:23:46",1.9,-0.2,0.2,1.9,0.03,36,2
"2883","P1800",6,"12:23:46",4,-1,2,5,1.03,18,1
"2884","P1208",1,"12:23:50",3,-1,1.8,3.8,0.83,20,10
"2885","P0046",2,"12:23:58",3.5,-0.5,0,3,1.03,18,1
"2886","P1533",3,"12:23:56",3,-0.2,0,2.8,1.03,18,1
"2887","P0184",10,"12:23:59",4.4,-0.2,0.6,4.8,2.03,12,1
"2888","P1284",3,"12:24:06",3,-1,2,4,1.03,18,10
"2889","P1796",5,"12:24:02",1.9,-0.2,0.3,2,0.53,24,2
"2890","P0046",3,"12:24:10",3,-0.5,0,2.5,1.03,18,1
"2891","P0184",11,"12:24:12",4.8,-0.1,0.2,4.9,1.03,18,1
"2892","P0242",1,"12:24:17",3,-1,0,2,1.03,18,1
"2893","P1208",2,"12:24:23",3.8,-1,2.7,5.5,0.92,20,10
"2894","P0184",12,"12:24:23",4.9,-0.1,0,4.8,1.03,18,1
"2895","P0046",4,"12:24:24",2.5,-0.5,0,2,1.03,18,1
"2896","P1284",4,"12:24:34",4,-1,0,3,1.03,18,10
"2897","P0242",2,"12:24:39",2,-0.5,1,2.5,1.03,18,1
"2898","P1533",4,"12:24:37",2.8,-0.3,0,2.5,1.03,18,2
"2899","P0046",5,"12:24:43",2,-0.5,1,2.5,1.03,18,1
"2900","P1284",5,"12:24:48",3,-1,2,4,1.03,18,10
"2901","P0184",13,"12:24:48",4.8,-0.1,0,4.7,2.03,12,1
"2902","P0041",1,"12:24:48",3,-0.2,0.2,3,0.47,28,2
"2903","P0242",3,"12:24:55",2.5,-1,2,3.5,1.03,18,1
"2904","P0046",6,"12:24:56",2.5,-0.5,0,2,1.03,18,1
"2905","P0184",14,"12:24:58",4.7,-0.1,0.3,4.9,2.03,12,1
"2906","P1208",3,"12:25:08",5.5,-1,0,4.5,1.01,20,10
"2907","P0184",15,"12:25:09",4.9,-0.1,0,4.8,2.03,12,1
"2908","P0242",4,"12:25:10",3.5,-0.5,0,3,1.03,18,1
"2909","P0184",16,"12:25:19",4.8,-0.1,0,4.7,2.03,12,1
"2910","P0041",2,"12:25:19",3,-0.7,1,3.3,0.57,28,2
"2911","P0184",17,"12:25:29",4.7,-0.1,0,4.6,2.03,12,1
"2912","P0184",18,"12:25:40",4.6,-0.2,0.6,5,2.03,12,2
"2913","P0041",3,"12:25:49",3.3,-0.1,0,3.2,1.03,18,1
"2914","P1397",1,"12:26:14",3,-1,2,4,1.03,18,1
"2915","P1397",2,"12:26:28",4,-0.5,1,4.5,1.03,18,1
"2916","P1397",3,"12:26:40",4.5,-0.5,0,4,1.03,18,1
"2917","P1397",4,"12:26:53",4,-1,2,5,1.03,18,1
"2918","P1397",5,"12:27:04",5,-1,0,4,1.03,18,1
"2919","P1397",6,"12:27:21",4,-1,3,6,2.03,12,1
"2920","P0294",1,"12:27:57",3,-0.3,0,2.7,1.03,24,2
"2921","P0706",1,"12:32:37",3,-1,0,2,9.47,8,4
"2922","P0706",2,"12:32:56",2,-1,1,2,0.58,26,2
"2923","P0706",3,"12:33:12",2,-0.5,0,1.5,2.03,12,1
"2924","P0706",4,"12:33:24",1.5,-0.5,1,2,1.03,18,1
"2925","P0918",1,"12:33:32",3,-1,2,4,1.03,18,10
"2926","P0706",5,"12:33:38",2,-0.5,0,1.5,1.03,18,1
"2927","P0918",2,"12:33:54",4,-1,2,5,1.03,18,10
"2928","P0706",6,"12:34:02",1.5,-0.5,1,2,1.03,18,1
"2929","P0540",1,"12:34:01",3,-1,2,4,1.03,18,1
"2930","P1601",1,"12:33:59",3,-0.5,0,2.5,1.03,18,1
"2931","P1601",2,"12:34:11",2.5,-0.5,0,2,1.03,18,1
"2932","P0540",2,"12:34:19",4,-1,0,3,1.03,18,1
"2933","P1601",3,"12:34:22",2,-1,1,2,0.03,36,2
"2934","P1357",1,"12:34:23",3,-0.8,0,2.2,7.09,12,4
"2935","P0661",1,"12:34:18",3,-0.5,0,2.5,1.03,18,5
"2936","P0263",1,"12:34:28",3,-1,0.2,2.2,2.73,27,10
"2937","P1601",4,"12:34:37",2,-0.5,1,2.5,1.03,18,1
"2938","P0661",2,"12:34:32",2.5,-0.5,0,2,1.03,18,5
"2939","P1357",2,"12:34:44",2.2,-1,0,1.2,35.03,1,1
"2940","P1154",1,"12:34:41",3,-1,2,4,1.03,18,1
"2941","P0540",3,"12:34:52",3,-1,0,2,1.03,18,1
"2942","P1167",1,"12:34:53",3,-0.5,0,2.5,1.03,18,1
"2943","P1601",5,"12:34:52",2.5,-0.7,0,1.8,0.7,24,2
"2944","P1331",1,"12:34:57",3,-0.5,0,2.5,1.03,18,1
"2945","P0661",3,"12:34:50",2,-0.5,0,1.5,1.03,18,5
"2946","P1357",3,"12:34:57",1.2,-1,0,0.2,17.03,2,2
"2947","P1167",2,"12:35:05",2.5,-0.5,1,3,1.03,18,1
"2948","P0540",4,"12:35:06",2,-1,2,3,1.03,18,1
"2949","P1601",6,"12:35:07",1.8,-1,0,0.8,1.03,18,1
"2950","P1167",3,"12:35:17",3,-0.5,1,3.5,1.03,18,1
"2951","P0540",5,"12:35:21",3,-1,2,4,1.03,18,1
"2952","P0661",4,"12:35:14",1.5,-0.5,1,2,1.03,18,5
"2953","P1331",2,"12:35:21",2.5,-1,2,3.5,1.03,18,1
"2954","P1403",1,"12:35:24",3,-1,2,4,1.03,18,1
"2955","P1601",7,"12:35:23",0.8,-0.8,0,0,1.03,18,4
"2956","P0661",5,"12:35:25",2,-0.1,0,1.9,1.03,18,1
"2957","P1331",3,"12:35:41",3.5,-0.5,1,4,1.03,18,1
"2958","P0661",6,"12:35:44",1.9,-1,0,0.9,35.03,1,10
"2959","P0685",1,"12:36:42",3,-1,2,4,1.03,18,2
"2960","P1331",4,"12:35:58",4,-0.5,1,4.5,1.03,18,1
"2961","P0661",7,"12:35:56",0.9,-0.9,0,0,35.03,1,9
"2962","P1331",5,"12:36:17",4.5,-0.5,1,5,1.03,18,1
"2963","P0685",2,"12:37:10",4,-0.6,0.2,3.6,0.72,28,2
"2964","P1331",6,"12:36:36",5,-0.5,1,5.5,1.03,18,1
"2965","P1425",1,"12:36:41",3,-1,0,2,1.03,18,1
"2966","P0685",3,"12:37:27",3.6,-0.4,0.4,3.6,0.47,28,2
"2967","P1331",7,"12:36:53",5.5,-0.5,1,6,1.03,18,1
"2968","P0685",4,"12:37:44",3.6,-0.8,0.4,3.2,0.46,32,3
"2969","P0685",5,"12:38:13",3.2,-0.6,0.7,3.3,1.14,30,4
"2970","P1049",1,"12:37:51",3,-0.4,0.3,2.9,9.71,24,4
"2971","P0685",6,"12:38:41",3.3,-1,0.6,2.9,0.89,24,4
"2972","P0140",1,"12:38:19",3,-1,1,3,8.53,19,2
"2973","P0685",7,"12:39:08",2.9,-0.6,0.7,3,1.54,32,5
"2974","P0140",2,"12:38:45",3,-1,1,3,8.53,19,2
"2975","P1049",2,"12:38:49",2.9,-0.3,0.5,3.1,4.92,24,3
"2976","P0221",1,"12:39:17",3,-0.1,0.3,3.2,2.03,12,1
"2977","P1049",3,"12:39:21",3.1,-0.3,0.2,3,4.92,24,3
"2978","P1049",4,"12:39:44",3,-0.3,0.2,2.9,4.92,24,3
"2979","P1049",5,"12:40:00",2.9,-0.3,0.5,3.1,4.92,24,3
"2980","P1049",6,"12:40:20",3.1,-0.3,0,2.8,4.92,24,3
"2981","P1049",7,"12:40:37",2.8,-0.3,0,2.5,4.92,24,3
"2982","P0221",2,"12:41:00",3.2,-0.3,0,2.9,2.03,12,2
"2983","P1049",8,"12:41:18",2.5,-0.3,0.2,2.4,4.92,24,3
"2984","P0221",3,"12:41:20",2.9,-0.2,0,2.7,2.03,12,1
"2985","P1049",9,"12:41:38",2.4,-0.3,0.2,2.3,4.92,24,3
"2986","P1049",10,"12:42:16",2.3,-0.3,0.5,2.5,4.92,24,3
"2987","P0221",4,"12:42:32",2.7,-0.2,0.4,2.9,1.03,18,1
"2988","P0221",5,"12:43:08",2.9,-0.5,0,2.4,1.03,18,1
"2989","P0221",6,"12:43:19",2.4,-0.5,1,2.9,1.03,18,1
"2990","P0221",7,"12:43:29",2.9,-0.5,0,2.4,1.03,18,1
"2991","P0221",8,"12:43:50",2.4,-0.5,1.5,3.4,2.03,12,1
"2992","P1179",1,"12:44:19",3,-1,0,2,2.27,15,5
"2993","P0221",9,"12:44:21",3.4,-0.5,1,3.9,1.03,18,1
"2994","P1179",2,"12:44:44",2,-0.9,0,1.1,1.92,16,9
"2995","P0221",10,"12:44:47",3.9,-1,0,2.9,2.03,12,1
"2996","P0221",11,"12:45:05",2.9,-0.5,1,3.4,1.03,18,1
"2997","P1179",3,"12:45:28",1.1,-1,1.8,1.9,1.82,15,10
"2998","P1472",1,"12:46:24",3,-0.2,0,2.8,10.28,5,2
"2999","P1179",4,"12:46:27",1.9,-0.9,0,1,2.53,19,5
"3000","P0221",12,"12:46:40",3.4,-0.5,0,2.9,2.03,12,1
"3001","P1472",2,"12:46:40",2.8,-0.2,0,2.6,10.28,5,2
"3002","P1179",5,"12:46:44",1,-1,2,2,1.03,18,1
"3003","P1179",6,"12:46:56",2,-1,0,1,1.03,18,1
"3004","P1179",7,"12:47:06",1,-1,2,2,1.03,18,1
"3005","P0221",13,"12:47:21",2.9,-0.5,1,3.4,1.03,18,1
"3006","P0221",14,"12:49:42",3.4,-0.5,0,2.9,2.03,12,1
"3007","P0221",15,"12:50:05",2.9,-0.5,1,3.4,1.03,18,1
"3008","P0221",16,"12:50:32",3.4,-0.5,1.5,4.4,2.03,12,1
"3009","P0221",17,"12:51:54",4.4,-1,0,3.4,2.03,12,2
"3010","P0221",18,"12:52:18",3.4,-0.5,0,2.9,1.03,18,1
"3011","P0221",19,"12:52:35",2.9,-0.5,1,3.4,1.03,18,1
"3012","P0221",20,"12:53:07",3.4,-0.5,1,3.9,1.03,18,1
"3013","P0221",21,"12:53:35",3.9,-0.5,1,4.4,1.03,18,1
"3014","P0889",1,"12:57:50",3,-1,0,2,1.03,18,10
"3015","P1355",1,"12:59:38",3,-1,0,2,1.03,18,1
"3016","P1355",2,"12:59:55",2,-1,1,2,0.03,36,2
"3017","P0505",1,"12:59:30",3,-0.5,0,2.5,1.03,18,1
"3018","P1355",3,"13:00:14",2,-1,2,3,1.03,18,2
"3019","P1355",4,"13:00:31",3,-0.5,0,2.5,1.03,18,1
"3020","P1355",5,"13:00:42",2.5,-0.5,1,3,1.03,18,1
"3021","P0505",2,"13:00:10",2.5,-1,2,3.5,1.03,18,2
"3022","P1355",6,"13:01:01",3,-1,2,4,1.03,18,2
"3023","P0505",3,"13:00:30",3.5,-0.5,1.5,4.5,2.03,12,1
"3024","P1355",7,"13:01:22",4,-0.5,1,4.5,1.03,18,1
"3025","P1355",8,"13:01:35",4.5,-0.5,1,5,1.03,18,1
"3026","P1355",9,"13:01:50",5,-0.5,0,4.5,1.03,18,1
"3027","P0403",1,"13:01:12",3,-0.1,0.2,3.1,1.03,18,1
"3028","P1355",10,"13:02:00",4.5,-0.5,1,5,1.03,18,1
"3029","P0403",2,"13:01:23",3.1,-0.1,0.2,3.2,1.03,18,1
"3030","P0403",3,"13:01:34",3.2,-0.1,0.2,3.3,1.03,18,1
"3031","P1355",11,"13:02:14",5,-0.5,1,5.5,1.03,18,1
"3032","P0403",4,"13:01:44",3.3,-0.1,0,3.2,1.03,18,1
"3033","P1355",12,"13:02:38",5.5,-0.5,0,5,1.03,18,1
"3034","P1355",13,"13:02:54",5,-0.5,0,4.5,1.03,18,1
"3035","P0936",1,"13:02:36",3,-0.5,1,3.5,1.03,18,1
"3036","P1355",14,"13:03:25",4.5,-0.5,0,4,1.03,18,1
"3037","P0936",2,"13:02:51",3.5,-0.5,0,3,1.03,18,1
"3038","P0936",3,"13:03:03",3,-1,0,2,1.03,18,1
"3039","P0936",4,"13:03:14",2,-0.5,0,1.5,1.03,18,1
"3040","P0936",5,"13:03:25",1.5,-0.5,0,1,1.03,18,1
"3041","P1504",1,"13:04:03",3,-1,0,2,2.53,21,10
"3042","P0113",1,"13:04:40",3,-0.1,0.2,3.1,1.03,18,1
"3043","P1496",1,"13:04:43",3,-0.1,0.2,3.1,1.03,18,1
"3044","P1504",2,"13:04:48",2,-1,3.6,4.6,1.91,14,10
"3045","P0113",2,"13:04:55",3.1,-0.1,0,3,1.03,18,1
"3046","P1504",3,"13:05:15",4.6,-1,0,3.6,2.45,11,10
"3047","P0113",3,"13:05:13",3,-0.3,0.6,3.3,1.03,18,2
"3048","P0113",4,"13:05:31",3.3,-0.1,0,3.2,1.03,18,1
"3049","P1504",4,"13:05:42",3.6,-1,0,2.6,2.63,10,10
"3050","P1496",2,"13:05:39",3.1,-0.2,0,2.9,1.03,18,1
"3051","P0113",5,"13:05:45",3.2,-0.3,0,2.9,1.03,18,2
"3052","P1496",3,"13:05:55",2.9,-0.2,0,2.7,1.03,18,1
"3053","P0113",6,"13:06:00",2.9,-0.3,0.6,3.2,1.03,18,2
"3054","P1504",5,"13:06:05",2.6,-1,1.8,3.4,2.63,11,10
"3055","P1496",4,"13:06:12",2.7,-0.1,0,2.6,1.03,18,1
"3056","P1496",5,"13:06:23",2.6,-0.1,0.2,2.7,1.03,18,1
"3057","P0113",7,"13:06:25",3.2,-0.2,0,3,1.03,18,2
"3058","P1504",6,"13:06:29",3.4,-0.4,0,3,8.03,4,4
"3059","P0113",8,"13:06:39",3,-0.3,0.6,3.3,1.03,18,2
"3060","P1496",6,"13:06:42",2.7,-0.2,0,2.5,1.03,18,1
"3061","P1504",7,"13:06:56",3,-1,0,2,2.09,13,10
"3062","P1496",7,"13:06:54",2.5,-0.2,0.4,2.7,1.03,18,1
"3063","P0113",9,"13:07:03",3.3,-0.1,0.2,3.4,1.03,18,1
"3064","P1504",8,"13:07:15",2,-1,0,1,35.03,1,10
"3065","P0113",10,"13:07:19",3.4,-0.1,0,3.3,1.03,18,1
"3066","P1504",9,"13:07:36",1,-1,0,0,35.03,1,10
"3067","P0113",11,"13:07:35",3.3,-0.3,0,3,1.03,18,2
"3068","P1496",8,"13:07:38",2.7,-0.1,0,2.6,2.03,12,1
"3069","P1496",9,"13:07:51",2.6,-0.2,0,2.4,2.03,12,1
"3070","P0113",12,"13:07:52",3,-0.7,0,2.3,1.03,18,2
"3071","P1496",10,"13:08:04",2.4,-0.2,0.4,2.6,1.03,18,1
"3072","P1211",1,"13:08:12",3,-1,7.2,9.2,2.77,21,4
"3073","P0113",13,"13:08:13",2.3,-1,2,3.3,1.03,18,1
"3074","P0113",14,"13:08:26",3.3,-0.4,0.8,3.7,1.03,18,2
"3075","P1496",11,"13:08:30",2.6,-1,0,1.6,1.03,18,1
"3076","P0113",15,"13:08:43",3.7,-0.1,0,3.6,1.03,18,1
"3077","P1496",12,"13:08:45",1.6,-1,2,2.6,1.03,18,1
"3078","P0113",16,"13:08:59",3.6,-0.2,0.4,3.8,1.03,18,2
"3079","P1211",2,"13:09:12",9.2,-0.7,0,8.5,1.92,19,3
"3080","P0113",17,"13:09:16",3.8,-0.2,0,3.6,1.03,18,2
"3081","P1496",13,"13:09:29",2.6,-0.4,0,2.2,9.53,18,2
"3082","P1211",3,"13:09:32",8.5,-0.5,0,8,2.39,18,3
"3083","P0113",18,"13:09:33",3.6,-0.5,1,4.1,1.03,18,5
"3084","P1496",14,"13:09:40",2.2,-0.2,0.4,2.4,1.03,18,1
"3085","P1211",4,"13:10:00",8,-0.5,0,7.5,2.03,12,3
"3086","P0476",1,"13:11:36",3,-1,2,4,1.03,18,10
"3087","P1244",1,"13:12:33",3,-1,1,3,0.44,32,10
"3088","P1244",2,"13:13:10",3,-0.6,0.2,2.6,0.75,27,2
"3089","P1244",3,"13:13:26",2.6,-1,0,1.6,1.03,18,1
"3090","P0440",1,"13:13:31",3,-1,0,2,4.25,11,10
"3091","P1244",4,"13:13:39",1.6,-0.5,1,2.1,1.03,18,1
"3092","P1244",5,"13:13:50",2.1,-0.5,0,1.6,1.03,18,1
"3093","P1244",6,"13:14:00",1.6,-0.5,1,2.1,1.03,18,1
"3094","P1244",7,"13:14:14",2.1,-0.6,0.2,1.7,0.72,28,2
"3095","P0796",1,"13:14:46",3,-1,2,4,1.03,18,1
"3096","P1464",1,"13:14:49",3,-0.1,0,2.9,2.03,12,1
"3097","P1464",2,"13:15:00",2.9,-0.2,0,2.7,2.03,12,2
"3098","P1464",3,"13:15:11",2.7,-0.4,0,2.3,2.03,12,4
"3099","P1464",4,"13:15:27",2.3,-0.8,0,1.5,2.03,12,8
"3100","P1464",5,"13:15:46",1.5,-1,0,0.5,2.03,12,10
"3101","P0275",1,"13:15:47",3,-1,7.2,9.2,6.23,5,5
"3102","P0275",2,"13:16:08",9.2,-1,0,8.2,2.03,12,1
"3103","P1464",6,"13:16:10",0.5,-0.5,0,0,2.03,12,5
"3104","P0275",3,"13:16:27",8.2,-1,0,7.2,5.51,6,5
"3105","P0275",4,"13:16:50",7.2,-1,1.8,8,1.19,18,5
"3106","P0920",1,"13:16:57",3,-1,7.2,9.2,6.23,5,5
"3107","P1116",1,"13:17:00",3,-0.1,0,2.9,1.03,18,1
"3108","P1116",2,"13:17:10",2.9,-0.1,0,2.8,1.03,18,1
"3109","P1116",3,"13:17:20",2.8,-0.1,0,2.7,1.03,18,1
