Duration (in seconds),Q60_Page Submit,control1,Q80_Page Submit,control2,Q82_Page Submit,control3,Q84_Page Submit,control4,Q86_Page Submit,control5,Q88_Page Submit,control6,Q90_Page Submit,control7,Q92_Page Submit,control8,Q94_Page Submit,control9,Q58_Page Submit,warning1,Q64_Page Submit,warning2,Q66_Page Submit,warning3,Q68_Page Submit,warning4,Q70_Page Submit,warning5,Q72_Page Submit,warning6,Q74_Page Submit,warning7,Q76_Page Submit,warning8,Q78_Page Submit,warning9,pgsi1,pgsi2,pgsi3,pgsi4,pgsi5,pgsi6,pgsi7,pgsi8,pgsi9,gender,gendertext,age,freq,fan,comments,PROLIFIC_PID,ordercontrol,orderwarning
184,6.812,0,5.623,0,6.014,0,18.122,0,5.609,0,11.888,0,7.801,0,14.904,0,7.599,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,50,1,3,NA,5388c14c76a66e2f831a7ae07c73291a81284b0c851021a311076d48354e2ccd,control4|control8|control6|control9|control7|control3|control2|control5|control1,NA
328,9.226,1,17.368,0,11.746,1,14.929,0,36.947,0,38.696,0,25.921,1,18.26,1,18.923,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,NA,35,50,2,NA,e56f077344ae0a350368d43b4324909d1bfe4dc97f65bc4d1becc5bf8ef9ced1,control5|control6|control7|control2|control9|control1|control3|control8|control4,NA
392,10.663,0,9.421,0,16.341,0,13.952,1,11.637,0,78.485,0,17.031,1,36.971,1,20.897,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,39,60,3,NA,d0f907590b6db2a39ead2738194827b0276bb9e154019aca8d64f3996c3e70f2,control6|control8|control3|control7|control2|control9|control4|control5|control1,NA
121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79,1,5.413,1,3.299,1,3.382,1,4.828,1,5.134,1,4.055,1,5.577,1,19.258,1,1,2,1,0,0,0,0,1,1,1,NA,54,20,3,NA,1cbb0941c02ae6e9ddb7d9bfcb502ca9b8715ba6d96b620537870ea3d9ecd73f,NA,warning9|warning8|warning6|warning2|warning7|warning3|warning1|warning4|warning5
187,7.818,1,7.456,0,5.601,0,5.529,0,4.828,0,31.843,0,11.097,0,23.897,0,5.59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,2,1,0,1,2,2,NA,27,200,3,NA,20101e344a831ce05c389ef8043c609aa84217be75251eff4290f87d6bf701a4,control6|control8|control7|control5|control2|control4|control1|control3|control9,NA
139,4.655,0,11.787,0,4.875,0,5.422,1,8.503,1,4.333,1,5.603,1,7.03,1,20.712,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,2,NA,29,25,3,NA,2ab7560ec6cfc1c1d4ee5554ada76c46afdf6aeb5fb2b71c5706dc89a232d62c,control9|control2|control3|control4|control5|control7|control8|control6|control1,NA
144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.453,1,8.628,0,4.295,0,18.562,0,7.383,0,4.172,0,6.283,1,7.045,1,12.56,1,0,0,1,0,0,0,0,0,1,2,NA,31,68,3,NA,6183554611955e2cbb03980113fe54c372e04410ba47af68692b40140bb7698f,NA,warning9|warning4|warning2|warning1|warning6|warning8|warning5|warning7|warning3
160,4.428,0,3.73,1,4.265,1,5.31,0,8.748,1,4.592,1,25.268,0,4.893,1,11.577,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,1,0,0,1,NA,26,60,2,NA,ce6f21e1eab4ddeb1f348c2d5f7145d7a4e58ad426e58a92cc99efc94a7cfa32,control7|control9|control1|control4|control6|control5|control2|control3|control8,NA
125,2.691,0,7.015,1,2.273,1,3.189,0,2.942,1,3.235,1,5.021,1,3.136,0,3.89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,NA,18,100,3,"Good survey, thank you.",402affb7f799bf486e05fcf4b4c53f7b5fb21b415ac060499dcb93d28380b87e,control2|control9|control6|control3|control1|control4|control7|control8|control5,NA
204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.967,1,6.43,1,5.43,1,5.481,1,8.963,1,52.708,1,7.548,1,7.036,1,14.553,1,0,0,0,0,0,0,0,0,0,2,NA,36,10,3,NA,751c2d804d2f3f79002cd3b5184f1bef67b57bf563063f799af5f3724a2cabfc,NA,warning6|warning9|warning5|warning2|warning4|warning3|warning8|warning7|warning1
228,4.547,1,7.932,0,7.058,0,5.499,0,6.402,0,39.41,1,5.24,1,10.194,1,7.121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,2,NA,60,100,3,good topical survey,7073fe36d074cb8e8141d7f8b14dca2d59d26b74871d6eb0094bc754b797c617,control6|control9|control2|control7|control8|control3|control5|control4|control1,NA
398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.652,0,9.618,0,4.942,0,10.709,0,6.363,0,43.735,0,13.307,0,6.283,0,6.835,0,0,0,0,0,0,0,0,0,0,2,NA,61,10,1,NA,e950626de5fe68b81999535a17260ddbf005acefa21a642e5da997c361825277,NA,warning6|warning4|warning2|warning1|warning3|warning7|warning8|warning9|warning5
251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.718,1,11.792,1,12.598,1,44.717,1,5.518,1,5.479,0,6.452,1,12.105,1,2.741,1,0,1,0,0,0,0,0,0,0,2,NA,38,100,1,NA,05fe984266e1344428586989a16a29efc50712e5fdd84dc7f19ebe2e0eff8471,NA,warning4|warning8|warning5|warning1|warning2|warning6|warning7|warning3|warning9
224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.59,0,13.73,0,26.219,1,6.829,0,12.183,1,5.041,1,6.125,0,13.413,1,5.817,1,0,0,1,0,0,0,0,0,0,2,NA,52,2,3,No,48211c6157f67b3074b53e6cc0d908dadb8c69e95843e085cc72e68273dfe50f,NA,warning3|warning1|warning8|warning2|warning5|warning9|warning6|warning4|warning7
196,43.475,1,4.132,0,8.991,0,4.216,0,6.479,0,3.779,0,3.764,0,40.991,0,7.965,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,2,NA,42,150,3,NA,a5475402028f76c907a45619213dc130dc9c1a2c972f6c7e298f0694bac7c5fb,control1|control8|control9|control5|control2|control3|control6|control4|control7,NA
192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.164,0,27.074,0,19.929,0,12.046,0,6.882,0,5.789,0,8.201,0,7.716,0,7.323,0,0,0,0,0,0,0,0,0,0,1,NA,28,150,3,NA,22a22573958059364c72567a09904e2a958479ff1d5c130d6bb4e997176608ef,NA,warning2|warning4|warning1|warning3|warning7|warning5|warning9|warning8|warning6
401,17.152,1,34.256,1,3.566,1,4.916,1,45.982,1,6.697,1,8.354,1,52.55,1,7.809,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,1,1,0,0,1,2,NA,33,100,3,NA,45d385c772756ed7167a68c009bb9250b74f99adbaf9d2b3a390ba0f19f473b3,control5|control1|control8|control7|control2|control4|control9|control3|control6,NA
206,3.892,0,7.606,1,7.076,1,3.432,1,35.307,1,5.209,1,4.419,1,29.746,1,6.321,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,3,1,2,3,2,NA,28,200,3,NA,846c3e646384945c5ececef174974457c5baef8f40eddf4b190124d658922b1b,control8|control2|control5|control3|control9|control6|control7|control1|control4,NA
254,5.875,0,10.88,0,6.787,0,11.2,1,9.329,0,76.404,0,6.457,1,10.23,0,6.246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,31,15,1,NA,00cc2ba0ca1d9ad22e89ddfc1bd75b53253c285e37065c66a2485083ce73b014,control6|control8|control2|control4|control9|control3|control7|control5|control1,NA
190,6.044,0,3.102,1,2.74,1,17.606,0,6.753,0,11.825,0,5.576,0,6.387,1,7.612,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,2,NA,28,65,3,NA,bd2d1e9ce63e26ca0fbeba60c5eb3d13957379f3c0863b6d938561177fed548e,control4|control7|control5|control1|control3|control2|control6|control8|control9,NA
200,18.853,0,21.619,0,9.489,0,4.482,1,23.438,0,4.27,0,3.868,1,7.768,0,25.424,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,2,NA,26,8,3,NA,7d3f55b727113b38b6b53e0e47056c1a05f58ca2307650ccc4cd41645b07eb57,control5|control1|control2|control9|control8|control6|control4|control3|control7,NA
253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.229,0,3.824,0,13.675,1,11.581,0,6.887,0,36.352,1,36.663,0,6.03,0,28.746,0,1,1,1,1,1,1,1,1,1,2,NA,37,200,1,No comments.,7d342e6c70e7a0ed8cb7f448e52e1f5a0d5a0c93efd23cc34900ed7ce4833176,NA,warning6|warning4|warning3|warning5|warning1|warning9|warning2|warning8|warning7
151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.036,0,1.743,1,8.004,1,4.02,1,7.001,1,10.301,1,8.078,1,24.044,1,6.354,1,0,0,0,0,0,0,0,0,0,1,NA,48,8,3,NA,2f0d480fdd74dd079b4eb1407d4c33d4303b19d33c8f4a84d20f653176d99ee1,NA,warning8|warning6|warning3|warning5|warning7|warning2|warning1|warning9|warning4
302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.147,0,13.427,1,64.617,1,7.896,1,14.287,1,17.24,1,15.735,0,22.201,1,10.056,1,0,0,1,0,0,0,0,0,0,2,NA,25,104,1,NA,0d96674b24678948a4999ae8912311896acf0f44079f0053a78860d0ea1daeb1,NA,warning3|warning8|warning5|warning4|warning6|warning7|warning2|warning9|warning1
531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.801,1,11.451,0,4.051,0,5.447,1,6.945,0,4.228,0,6.267,1,9.961,1,11.416,0,2,2,3,3,2,3,3,3,3,1,NA,36,200,3,NA,72f0b9f3c492141d6c0813b05fface61dfab87ac6942e8979a160471d180ec87,NA,warning1|warning2|warning4|warning3|warning9|warning6|warning5|warning7|warning8
281,6.68,0,7.002,0,15.163,0,13.846,1,12.186,0,5.671,0,8.886,1,8.546,0,68.564,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,NA,45,104,3,NA,bd1156f5fdd227291b550628728de10c25a509b159aa5b95470dd1781fdeee4f,control9|control5|control7|control8|control3|control1|control4|control6|control2,NA
586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,34.742,0,5.347,1,12.193,0,4.161,1,34.34,0,4.833,0,16.214,1,5.663,1,0,0,1,0,0,0,0,0,0,2,NA,37,150,3,"I view sports betting in a similar way to that of smoking or drinking, but not as harmful. For context, I do not smoke and only drink on occasion.
Where I understand smoking and drinking is harmful to one's health, even in moderation, I do not view moderate gambling as being harmful.
Only when taken to the extreme do I view gambling as harmful.
This is obviously different from one individual to another and their own financial circumstances, and a 50 pounds bet for one person could be much more harmful than a 50 pounds bet to somebody else.
Whereas, if those 2 same individuals smoked 20 cigarettes a day for the rest of their lives, the harm they put themselves at would be similar.",7d4e8299d3671722ee4c87f3e44677a32b2f87e8020d29a4eb732faeff73f8e7,NA,warning6|warning7|warning4|warning8|warning9|warning3|warning1|warning5|warning2
187,2.276,0,40.643,0,0.666,0,9.38,1,2.068,1,4.689,1,2.088,1,5.989,1,16.037,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0,0,0,0,0,1,NA,21,20,3,NA,aa26a78c39d4410eeef81700441b11f50e83afd4c037be5ce85ce254a642860a,control2|control6|control9|control4|control1|control5|control7|control3|control8,NA
155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.307,0,4.771,0,4.792,0,7.559,1,2.781,0,28.008,0,3.22,0,14.159,0,2.943,0,0,0,1,0,0,0,0,0,0,2,NA,31,5,3,NA,f8d36836353b5a69efec65931902e83269edee1b7931ec9b38c8ab582c420b4a,NA,warning6|warning1|warning8|warning9|warning7|warning3|warning2|warning4|warning5
250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.654,0,5.818,0,24.171,1,4.524,1,10.314,1,25.177,0,11.711,1,48.732,1,8.799,0,1,1,0,0,0,1,0,0,1,2,NA,26,50,3,NA,4cd5cc6937fc6922e339659c68c3b61515b6586fa13ed112258b375d68530f14,NA,warning3|warning8|warning7|warning5|warning9|warning6|warning1|warning2|warning4
303,10.908,0,15.38,1,2.353,0,2.088,0,1.04,0,1.83,0,19.718,0,6.338,0,59.515,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,47,10,3,NA,3ba8d12b4d16393069c9b6e39112032f7363ec09ee54781ec862757935ad1544,control8|control4|control2|control9|control3|control5|control7|control6|control1,NA
209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.477,0,5.239,0,3.372,0,40.313,0,6.607,0,16.485,0,6.586,0,4.019,0,5.785,0,0,0,0,0,0,0,0,0,0,2,NA,24,20,3,NA,f4f99dbe519a22b6bb9cc27d3cf749d3aacfe19197b6ad5c47debc7e948e75a4,NA,warning4|warning6|warning5|warning7|warning3|warning1|warning2|warning9|warning8
156,7.298,1,8.487,1,2.443,0,11.432,1,13.268,0,1.744,1,17.574,0,2.779,1,9.271,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,0,0,0,2,NA,19,2,1,No thank you,2295101fb36c24f491228b3319f4571fde6919f069383b471cb3ef5f166e639c,control2|control4|control7|control1|control9|control5|control8|control3|control6,NA
205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.303,1,5.345,0,5.518,1,10.976,1,40.815,0,11.921,0,8.86,0,12.851,0,9.616,0,0,0,1,0,0,0,0,0,0,1,NA,36,30,3,NA,f6eeb5e82df4d9d95371190301d0f6a15c0c1503239221f390dcd886d6c5114d,NA,warning5|warning6|warning8|warning4|warning9|warning3|warning1|warning2|warning7
669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.558,1,54.384,0,6.081,1,6.22,0,7.756,0,10.641,1,4.244,0,22.82,0,24.03,1,1,0,1,0,0,0,0,0,1,2,NA,59,75,3,NA,8f5bb8460958e6786fe3d24ca637c74955553d6510bb191955cb0420be5dd350,NA,warning2|warning9|warning8|warning3|warning4|warning7|warning5|warning6|warning1
177,2.867,1,3.593,1,3.227,1,3.792,1,23.998,1,4.62,1,2.893,1,29.276,1,8.904,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,33,5,3,NA,b611f676c27a1dea6bce237b8d78670fe24f1bae6c3096b9d09d36e3fe38efe2,control8|control5|control9|control7|control1|control3|control6|control4|control2,NA
187,6.858,0,4.771,1,35.626,1,11.672,1,1.825,1,6.55,1,7.831,1,4.585,1,6.801,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,54,100,3,NA,cce774c306284593a9622bd5ee60c269c36f6ee1fa0c22150184735241414a7f,control3|control4|control9|control6|control7|control1|control8|control5|control2,NA
691,19.351,0,8.467,0,15.047,0,6.121,0,47.488,0,9.099,1,7.297,0,8.226,0,8.443,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,59,2,3,interesting survey,6b7eaf5dd83fb3f0b8e1cc2f4130beebe06cc5a57bb18d3c469a61b46fa478d3,control5|control1|control3|control6|control9|control4|control2|control7|control8,NA
248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51,0,5.243,0,4.252,0,7.578,1,46.653,1,31.586,1,18.437,1,9.439,0,10.599,0,0,0,1,0,0,0,0,0,0,2,NA,30,5,3,NA,091bfbd6b529c211f4de28bd2fe9e60a1e45e86a209bb63861e523adfe28c9c4,NA,warning5|warning7|warning6|warning1|warning4|warning2|warning8|warning9|warning3
167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,0,4.867,0,3.85,0,4.367,1,8.664,0,4.071,0,13.174,1,29.08,1,6.2,0,0,1,1,0,0,0,0,0,1,2,NA,31,30,3,NA,9913ca8fd0b8f7afa454e1fcc1ea5494cb4e022bc4a3c4f69d3c6ab3f0c5aaff,NA,warning5|warning8|warning2|warning4|warning6|warning1|warning9|warning7|warning3
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.453,0,4.319,0,1.125,1,1.156,0,1.163,1,1.386,0,1.151,0,12.051,0,1.34,0,0,0,0,0,0,0,0,0,0,1,NA,20,3,3,NA,f2b694fdf6c635fc970317b1406c9158f95c3982cb9bdc5da348ff5d0392ca34,NA,warning8|warning2|warning1|warning9|warning3|warning7|warning6|warning5|warning4
182,30.271,0,5.058,1,2.064,1,18.287,0,2.993,1,4.701,1,1.641,1,2.649,1,7.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,1,1,2,NA,35,15,3,NA,fe15c2fdcf2560b48d215ebce6cb41881c6347a007e58aea423e7c7d77344e5b,control1|control4|control9|control2|control5|control6|control3|control8|control7,NA
122,4.181,1,9.691,1,25.499,1,3.013,0,4.257,0,6.76,1,3.774,0,8.498,0,3.849,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,41,150,3,NA,1bc82a2a50f487db4682e419ec3d8d068f7981db1187ca17a3416d803e2f650e,control3|control2|control6|control8|control5|control9|control1|control4|control7,NA
240,9.431,1,5.822,0,5.241,0,7.669,1,5.322,0,67.246,1,10.613,1,18.941,0,27.438,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,40,10,3,NA,bc963d410a4b0e3d990f4d674c36f3e6339c189cd0d225426f6b343b45fa937d,control6|control9|control8|control7|control2|control1|control4|control3|control5,NA
234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.594,1,6.062,1,37.008,1,7.622,1,6.572,1,6.959,1,4.084,1,8.748,1,8.992,1,0,0,0,0,0,0,0,0,0,1,NA,53,12,3,Little bit confusing. Wasn’t sure if I was supposed to be betting on all of the offers or not.,e35586aa6f8488ca61c89cf135217459fdfbdd549606ed2152a225ac18f4a5ee,NA,warning3|warning4|warning5|warning6|warning9|warning8|warning2|warning7|warning1
227,4.25,1,2.946,0,4.54,0,4.7,0,13.101,0,7.055,0,7.975,1,92.317,1,8.185,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,1,NA,22,3,3,NA,261fde1ea02ab91da6769b4b62ea0b7145e5d27f5c7770472c2ca4e27f66d3fb,control8|control6|control5|control7|control1|control2|control3|control4|control9,NA
220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.773,1,6.764,0,6.79,0,40.243,0,12.096,0,5.297,0,16.768,0,6.922,0,11.292,0,0,0,0,0,0,0,0,0,1,2,NA,24,80,3,"Worked fined, easy to understand and ran smoothly.",a8e48eeddc136fa3e5849baf979bac0d5b5d298e661f13d8f9e7bdb43f73cd74,NA,warning4|warning9|warning5|warning6|warning7|warning2|warning3|warning8|warning1
182,8.567,1,3.49,0,5.09,0,5.437,0,2.468,0,3.901,0,3.221,1,8.567,0,6.298,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,2,NA,26,30,3,NA,b96c613a6ceb9e343b259cbb69d0211527f3ac38cc3619908df1f80a50120b13,control9|control1|control4|control8|control6|control2|control3|control7|control5,NA
159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.276,0,3.604,0,5.064,0,10.728,1,12.705,0,3.175,0,3.543,0,8.079,1,3.341,0,0,0,0,0,0,0,0,0,0,2,NA,46,50,2,none,250a305442742c418e147041b88a395fbc25dff134217ce957f86666a493c678,NA,warning5|warning3|warning1|warning8|warning6|warning4|warning9|warning2|warning7
139,7.601,0,9.302,0,3.801,0,4.37,0,4.801,1,5.514,0,18.382,0,7.3,0,4.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,1,2,NA,40,200,3,NA,c9ceda8fe3450561a4c93940b0998f0f9d254a256cd81d0e5acea23cf7226e0d,control7|control1|control9|control6|control3|control4|control8|control2|control5,NA
471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.31,0,12.267,0,15.348,1,199.521,1,15.384,1,18.528,0,23.003,1,20.537,1,22.505,1,1,0,1,0,0,1,0,1,1,1,NA,39,30,3,NA,940affb223bb0d330b7addd81d50621877843dc9010492ebe7429ebcc3c7f3b5,NA,warning4|warning3|warning7|warning6|warning5|warning8|warning9|warning1|warning2
277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.43,1,11.908,1,4.325,0,56.94,1,6.351,1,5.417,0,5.155,1,10.155,1,4.78,0,1,0,1,0,1,0,0,0,1,2,NA,39,50,3,NA,bf6d0a0627d58c117f079bbb4c2a93d45ba51717edf781092df679042e4c2cae,NA,warning4|warning8|warning6|warning9|warning1|warning2|warning5|warning3|warning7
224,5.236,1,3.67,0,5.671,0,5.044,1,30.116,1,27.895,0,11.89,1,3.963,1,4.533,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,NA,28,12,3,NA,c1fd0e94a0cd945f6f959354707dc89a617ba02f69ca2b3b07a3f03c328d4aeb,control5|control3|control6|control9|control2|control4|control7|control8|control1,NA
492,3.363,0,3.406,0,3.649,0,4.256,0,11.987,0,361.363,1,6.163,1,9.298,1,4.259,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,NA,30,15,3,NA,f7cfb7d79d04d09eb97c5cdfcc30d8ad153e378dadf0417f4724e3d1f5c4559e,control5|control8|control1|control7|control6|control4|control2|control9|control3,NA
228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.635,0,12.45,0,37.232,1,5.15,1,10.699,1,9.212,0,6.228,1,15.463,1,28.492,1,1,0,1,0,1,1,1,1,1,2,NA,36,100,3,NA,b1bcf3c42451b475c2995cb637f19599db0c13751b82c8e864ad00fbbdbdcee3,NA,warning3|warning9|warning1|warning6|warning5|warning8|warning2|warning7|warning4
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.116,1,3.026,0,2.03,0,2.929,1,2.602,0,2.913,0,5.578,1,2.971,0,2.898,0,0,1,0,0,0,0,0,0,0,2,NA,26,30,3,NA,b96c613a6ceb9e343b259cbb69d0211527f3ac38cc3619908df1f80a50120b13,NA,warning1|warning4|warning9|warning2|warning3|warning5|warning7|warning8|warning6
249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.347,1,26.457,1,22.438,1,9.987,0,11.762,0,4.975,1,10.801,0,27.093,0,4.917,0,0,0,0,1,0,0,0,1,0,2,NA,31,0,3,NA,6ea1e6ee5c0a42d704301d2f4c3222d3d626651d371a4f81adb2bf32e5333d55,NA,warning8|warning1|warning2|warning5|warning3|warning7|warning9|warning6|warning4
218,69.37,0,4.964,1,4.281,1,1.555,0,11.75,1,16.032,0,5.172,1,6.574,0,4.883,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,NA,28,20,1,NA,3e1d6d1029170e40be1e1519757c45bec06bb992642aaff03b02a23fd36bb88f,control1|control2|control8|control5|control3|control7|control4|control9|control6,NA
108,3.133,0,2.491,0,4.157,1,7.426,1,2.028,1,3.618,1,2.75,1,2.333,1,1.813,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,1,0,1,1,NA,32,10,1,None,486214323eb02e69e073c72209a53f73d64ddc1823ef2c939b070707d1a5daf8,control4|control6|control7|control1|control2|control3|control8|control5|control9,NA
253,5.188,1,7.227,1,4.51,0,15.326,1,16.668,0,44.6,0,8.141,1,40.94,1,12.959,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,35,4,3,NA,bb778c8ef804eaa4ae96c06dd7f03cf71fefcc6b1b6710029a742d0a21ae93ab,control6|control4|control5|control8|control3|control9|control2|control7|control1,NA
