Duration (in seconds),Q60_Page Submit,control1,Q80_Page Submit,control2,Q82_Page Submit,control3,Q84_Page Submit,control4,Q86_Page Submit,control5,Q88_Page Submit,control6,Q90_Page Submit,control7,Q92_Page Submit,control8,Q94_Page Submit,control9,Q58_Page Submit,warning1,Q64_Page Submit,warning2,Q66_Page Submit,warning3,Q68_Page Submit,warning4,Q70_Page Submit,warning5,Q72_Page Submit,warning6,Q74_Page Submit,warning7,Q76_Page Submit,warning8,Q78_Page Submit,warning9,pgsi1,pgsi2,pgsi3,pgsi4,pgsi5,pgsi6,pgsi7,pgsi8,pgsi9,gender,gendertext,age,freq,fan,comments,PROLIFIC_PID,ordercontrol,orderwarning
106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.665,0,1.783,0,5.213,0,8.297,0,19.186,0,4.181,0,3.885,0,3.726,0,2.566,0,0,0,0,0,0,0,0,0,0,1,NA,27,8,3,NA,8e499a971a4e3c861b2caed48931adf667f9cbeae63ba46168d3d376465e0273,NA,warning5|warning4|warning7|warning1|warning9|warning2|warning6|warning3|warning8
143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.822,1,7,1,3.199,0,3.825,0,5.798,0,3.849,0,31.832,1,10.683,1,9.83,0,1,1,1,0,1,1,1,1,2,1,NA,24,200,1,NA,ae62003ee5f00361d9605353a8a3c643f785415208a1990560606da85f6b38af,NA,warning7|warning5|warning8|warning9|warning2|warning4|warning6|warning1|warning3
462,28.072,0,20.564,0,29.757,0,59.396,1,51.787,0,21.145,0,28.35,1,39.737,1,36.357,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,2,NA,22,35,3,NA,77cc9c17fb17a9dc3cba78e4b4a2da629c7d3e97f796cb2cf9536ff0e6543f58,control4|control5|control1|control6|control2|control8|control7|control9|control3,NA
251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.768,1,16.401,0,7.483,1,24.317,1,15.17,0,10.951,0,9.03,0,16.784,1,19.413,1,1,1,1,0,0,1,0,0,1,2,NA,45,12,3,NA,29d6a83a6faf3e39fcfa1115c20e1e344e0ba2f7dbad1a29c82ca9aef45ad90f,NA,warning9|warning3|warning6|warning5|warning4|warning1|warning2|warning8|warning7
266,8.064,1,11.429,1,3.045,1,3.773,1,8.555,1,11.832,1,3.601,1,11.362,1,105.31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,NA,29,40,3,NA,d3604a386dcc8aa53da53f299b5bfe71511b231500d88b1f515f12bf20064db3,control9|control6|control2|control3|control1|control4|control8|control7|control5,NA
233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.851,1,15.108,1,9.12,1,38.134,1,9.601,1,14.654,1,14.442,1,9.081,1,17.624,1,0,0,0,0,0,0,0,0,0,2,NA,46,52,3,NA,4e3a2a8db7e2de9bc56300465168acc20d784bce390118f3dfadbe6d59343486,NA,warning4|warning9|warning6|warning2|warning3|warning5|warning7|warning1|warning8
211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.209,0,5.078,0,6.699,0,5.425,0,5.157,0,33.959,0,16.196,0,24.613,1,38.107,0,0,0,0,0,0,0,0,0,0,2,NA,48,5,3,NA,fc06c016fad636428cac543ed252f765627b6b9d4b2a93e527afb13822072796,NA,warning6|warning8|warning9|warning3|warning1|warning4|warning7|warning5|warning2
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.719,1,3.673,1,20.711,0,16.164,0,20.516,1,3.066,0,4.073,1,6.609,0,6.993,0,0,1,0,0,0,0,1,0,1,2,NA,20,10,3,NA,af33c0f7b567194f2bc38d3ec63bd77fe4802500c0df24cea96f7f3770540070,NA,warning3|warning4|warning1|warning8|warning5|warning2|warning7|warning9|warning6
226,9.777,0,8.978,0,8.163,0,6.807,0,7.402,0,8.844,0,13.846,0,9.801,0,32.134,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,54,5,3,NA,4b576455022d32cab23ee33e33348ed2c6c17f3f119d5df55445fcf7f0da5808,control9|control7|control6|control2|control1|control3|control8|control4|control5,NA
186,15.484,1,7.213,0,4.811,0,8.51,0,6.157,0,7.275,0,13.195,0,12.478,0,37.84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,0,1,2,NA,35,60,3,NA,beb27faf441eed8a4af1976fc5255ce863eef57de73cf23c1542973af387ed0b,control9|control1|control2|control7|control4|control5|control3|control8|control6,NA
177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.404,1,4.914,0,9.583,0,13.821,1,13.056,0,3.377,0,7.738,1,6.632,0,7.05,0,0,1,0,0,1,0,0,0,1,2,NA,33,10,3,NA,74538e2221ad818e97246a847b483cbd8698292b3a956b3637b8623ab7a0228a,NA,warning1|warning5|warning3|warning4|warning8|warning9|warning2|warning6|warning7
167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.877,0,3.579,0,3.342,0,19.81,0,2.982,0,13.234,0,3.916,0,5.054,0,2.416,0,1,0,1,0,0,0,0,0,0,2,NA,46,300,3,you should look into matched betting as oppossed to pure betting,043ddad665b1536e62d5eb77cd859966a8202cf1a931a624a668a2ae276b9e9e,NA,warning4|warning6|warning2|warning3|warning7|warning5|warning8|warning1|warning9
176,27.873,0,8.064,0,5.772,0,4.187,0,20.389,0,6.25,1,4.449,0,11.133,1,6.824,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,1,2,1,2,NA,31,300,3,NA,58bd6830fd3562f385503cffd89969eef35d4de9cb8b2b3b3b626a49c36b5bdc,control1|control2|control6|control4|control9|control3|control7|control8|control5,NA
201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.675,1,3.401,0,2.921,0,14.849,0,15.324,0,3.592,0,10.439,0,12.62,0,8.411,0,0,0,1,0,0,0,0,0,0,1,NA,29,100,3,NA,417fcf43b692b9114d59c25846a5cbb7155d099ffa940eb521500ea573a5d021,NA,warning1|warning5|warning4|warning8|warning9|warning2|warning6|warning3|warning7
339,10.714,0,38.068,1,26.397,1,38.401,0,11.285,0,8.069,0,6.537,0,16.972,0,13.227,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,2,NA,46,50,3,NA,805c67e62c0fe75cf72ba756b26c9ea957b5dfe89ddac5cdb3267dd04089aea2,control4|control3|control5|control6|control2|control1|control7|control8|control9,NA
269,7.88,0,10.46,0,9.643,0,9.344,1,8.709,0,6.214,0,42.391,0,9.292,0,8.975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,2,NA,60,150,3,NA,f8a067e632fad4c54824ef004370da9cfe7c67e1ccc5659208d5ed574c6e9528,control7|control5|control3|control1|control6|control9|control8|control2|control4,NA
180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.035,1,25.851,0,5.082,0,9.668,1,5.88,0,6.634,0,10.062,1,9.075,0,16.203,0,0,0,0,0,0,0,0,0,0,2,NA,45,15,3,NA,d1bddee3f29a8f4a3bfa958b45b9d7eebcf3bb181d8c6bf1fbdc5c97a71cf80f,NA,warning2|warning1|warning5|warning7|warning6|warning9|warning3|warning4|warning8
245,12.655,1,7.801,1,9.64,1,4.119,1,6.888,1,52.373,1,14.63,1,8.962,1,6.517,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,2,2,NA,33,52,3,NA,e0a5da2e2988f9b8e8c32ad4d8671be64c25e04d698b9a8e51c993f84244e05a,control6|control1|control7|control2|control3|control8|control9|control4|control5,NA
300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.991,0,17.32,0,33.111,1,9.661,1,26.176,1,25.014,1,23.612,1,10.191,1,26.002,1,1,1,1,0,0,0,0,0,1,1,NA,43,60,3,NA,680955316665cfe8e49196cc681b90a19ba9f2ba49cf4f637f74f360262b5ab1,NA,warning3|warning9|warning7|warning6|warning2|warning1|warning5|warning8|warning4
246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.46,1,46.245,0,4.173,0,10.799,0,3.74,0,4.668,0,14.899,0,4.272,0,9.624,0,0,0,1,0,1,0,0,0,1,2,NA,37,50,3,Was fun; I look forward to my 12p bonus ;),096260216b543a733d7aea04fa3382a5eb1ab9f68265c0dfa51054af5a539176,NA,warning2|warning7|warning1|warning4|warning9|warning8|warning5|warning6|warning3
147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.089,1,21.255,0,5.32,0,3.705,0,5.023,0,3.781,0,4.228,0,6.287,0,4.004,0,0,0,1,0,0,1,0,0,1,2,NA,29,12,3,NA,55c034b8968533c8d3540de192690571e6e32b86dcd9ace54cd1a2adbec142ac,NA,warning1|warning2|warning6|warning5|warning4|warning8|warning9|warning3|warning7
247,51.994,1,9.159,0,6.467,0,24.936,0,6.513,0,5.973,0,9.434,1,20.511,0,21.534,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,0,0,2,2,NA,22,40,3,NA,c4408483ddcbe8506402a76ab55aa65ed26a3aa178384d6591b307d5bbbf8c82,control1|control9|control8|control2|control4|control5|control7|control6|control3,NA
245,13.633,0,43.668,1,3.529,1,49.355,0,5.594,0,11.697,1,6.334,1,13.214,1,8.961,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,1,0,2,2,NA,41,40,3,NA,f7e4c265ad7f6d297d15aec12aa5fbe072217344774833b84c34e2af8f489c5e,control4|control6|control2|control1|control5|control9|control7|control8|control3,NA
261,12.087,1,15.07,0,31.528,0,22.773,0,6.692,0,40.19,1,34.709,1,12.345,0,3.98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,36,24,3,NA,fa24ddc28609646a7b83645d6f57776ca4c059b2abcefb3ff1c58629e5ef74b1,control7|control6|control8|control3|control2|control9|control4|control5|control1,NA
258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.512,0,7.887,0,9.359,0,3.947,1,2.735,0,2.535,0,3.371,1,6.668,0,32.476,1,0,0,0,0,0,0,0,0,0,2,NA,30,50,3,I am not a fan of either team but i hope Watford win.,75e84a2d1e3eca54e8f3cc9a15d14428576fc02ba253b1e66f5ce30442b336c3,NA,warning9|warning2|warning4|warning8|warning3|warning1|warning7|warning6|warning5
306,7.489,1,6.825,0,96.24,0,30.169,1,14.45,0,7.003,0,7.899,0,9.696,0,12.048,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,2,NA,46,100,3,NA,455ba19bd7be391e3ba69c864e07bfbbed49a1b7a637b00cabfb547b1a697f9a,control3|control4|control5|control7|control2|control8|control1|control9|control6,NA
196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.594,1,4.454,0,3.518,0,8.376,1,4.212,0,2.557,0,10.79,1,15.307,0,38.443,0,0,0,1,0,0,0,0,0,0,2,NA,33,100,3,NA,ac86417f9094dec1b3313557fc74ad78fe9cd0cf7771f78bc03a7ac63d8df6de,NA,warning1|warning9|warning8|warning3|warning5|warning4|warning2|warning6|warning7
295,51.727,0,12.455,0,12.547,0,93.576,0,4.69,0,3.208,0,5.423,0,7.685,1,4.067,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,44,50,3,none,4d70f248c1d832c6894f80d46f832fe6b9203a64340d87ba6b82b73f8d2b0b4b,control1|control3|control2|control7|control5|control6|control8|control4|control9,NA
152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.731,1,10.292,0,6.938,0,4.594,1,6.232,0,7.822,0,11.608,1,10.64,1,7.279,0,0,0,0,0,0,0,0,0,0,2,NA,35,15,3,NA,bb3e17fb7404cab918f5636d861a3023941e37777d0ee2528492990d097ad575,NA,warning1|warning7|warning3|warning5|warning6|warning2|warning8|warning4|warning9
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59,0,8.734,1,7.843,1,8.249,1,4.447,1,8.885,1,3.222,1,25.579,1,9.114,1,2,2,2,1,2,1,1,1,1,2,NA,33,90,1,NA,44dcf61dc9ed690eff14b185cc1a98afe5401df2bf85fe5c0c7afc37918381e9,NA,warning2|warning3|warning8|warning7|warning6|warning1|warning9|warning5|warning4
382,29.346,1,17.578,1,12.944,1,10.42,0,10.701,1,29.291,0,8.484,0,47.36,0,15.435,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,42,21,3,"A good study, enjoyed, thanks.",5e8083c19c9658e339b16f83ef67c4d8640fe979d32e8743a63453ac46391a3c,control8|control6|control1|control9|control3|control4|control7|control2|control5,NA
277,15.022,1,11.128,0,8.866,0,6.103,0,6.573,0,43.922,0,13.338,0,23.057,0,12.027,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,0,1,2,NA,43,70,3,NA,5c759f0d7c49773c051117c67406246b0b14833e7130e30edff6c89542c2363d,control6|control8|control7|control1|control3|control9|control2|control5|control4,NA
231,6.09,1,7.757,0,7.224,0,11.539,1,7.23,0,5.564,0,15.551,0,77.557,1,7.65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,2,NA,33,4,3,NA,8ca15a029b746037fd59c1a8c8384149c3812dce17d90fdd5a1acb084cbad6aa,control8|control7|control1|control4|control2|control6|control3|control9|control5,NA
198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.499,0,4.625,0,12.496,0,4.544,0,38.037,0,6.48,1,4.398,0,13.931,1,8.131,0,1,1,0,0,1,0,1,0,0,2,NA,23,200,3,NA,90c6b27b81817a02d7438a9e5023f7e0708c388ff90b926d8b0407c9fb98622e,NA,warning5|warning3|warning9|warning1|warning6|warning4|warning7|warning8|warning2
262,6.264,0,8.181,0,7.622,1,6.295,0,6.902,0,39.056,0,14.087,0,23.462,1,7.357,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,1,2,NA,34,30,3,Thanks. I hope I win,6a8d0559bf6254a87562f0ead30959b6acb9c09fc93ff136cdcf237efd7ec17a,control6|control5|control1|control7|control4|control2|control8|control3|control9,NA
176,6.217,0,3.671,0,24.622,0,6.98,0,6.865,0,2.656,0,5.271,0,11.856,0,7.998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,31,18,3,NA,d45530ef024c8a5c465090250bc5794e6824d412fcfed9fd7d6a6ffd8cd357c9,control3|control7|control2|control8|control6|control5|control1|control4|control9,NA
350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.356,1,5.793,0,6.783,0,12.599,1,9.465,0,139.323,0,5.695,1,81.244,1,4.392,0,0,0,0,0,0,0,0,0,0,1,NA,33,52,3,NA,0600db0c6b999c2c855c07c1c57a704259448eb516807bf023e80d936bf9d267,NA,warning6|warning2|warning3|warning5|warning9|warning1|warning8|warning7|warning4
217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.91,1,31.835,0,30.342,1,24.484,1,4.009,1,4.48,1,12.953,1,7.427,1,5.026,1,0,0,1,0,0,1,0,0,1,2,NA,31,15,3,NA,7b8d80fe30edb9f8154dc1d18e0d73941373e1387a5e74d345dc95d3136cf0c0,NA,warning2|warning3|warning1|warning4|warning7|warning6|warning5|warning9|warning8
164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.422,1,6.748,1,3.734,0,32.793,1,4.248,1,3.446,0,4.498,1,22.161,0,6.528,0,1,1,1,0,0,0,0,0,1,2,NA,34,260,3,NA,fc00b6a1076609913d702e37a061132adf6d8bcc1e8e0bed4023e5fe5c805e79,NA,warning4|warning8|warning9|warning1|warning3|warning7|warning6|warning2|warning5
413,9.288,0,31.033,0,7.619,1,10.597,0,18.466,1,23.541,1,51.272,1,110.464,0,14.209,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,29,2,3,NA,3e270bdefb7ee155a3c790a41acf4f9f7cb902925f24d1c1f846dad8de043834,control8|control7|control2|control5|control6|control4|control9|control3|control1,NA
249,5.816,1,9.246,0,15.732,1,67.821,1,6.224,0,7.106,0,25.027,1,9.583,1,10.458,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,42,60,3,NA,565486087ec34818f3ca9214c0a1c81a73b965164d1107491264336434f06bde,control4|control3|control9|control2|control6|control8|control5|control1|control7,NA
339,5.449,1,6.198,1,7.168,0,12.993,0,5.432,0,99.167,1,34.224,1,12.495,1,19.86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,2,NA,46,300,1,NA,91a7b0608aedea3eeb8fdd3ee2895428c296e77d748e73f2cb270f165ce64804,control6|control4|control9|control7|control3|control8|control1|control2|control5,NA
313,6.222,1,5.249,0,24.04,0,2.969,1,4.906,0,3.704,1,32.241,1,9.344,1,3.937,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,31,2,3,NA,7fa00778490683049fdf62808767d102b0ed29136c73a39fe977245e57591e70,control7|control1|control8|control2|control3|control9|control4|control5|control6,NA
374,13.398,1,23.802,0,7.332,1,6.933,1,25.389,0,66.838,0,7.54,0,26.76,0,30.45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,2,NA,38,100,3,Had no technical issues. Thank you.,67c50d519ce1a3cda48070f098ffade9ba1da74e2ed80448401683f004d7167d,control6|control5|control9|control8|control1|control3|control7|control4|control2,NA
173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.77,1,7.366,0,9.589,0,6.312,1,19.429,0,5.866,0,7.814,1,12.125,1,8.209,0,1,1,0,0,1,0,0,1,1,2,NA,57,250,3,Good luck with your studies.,262dda43950df4600ffe7638dc3d568558ef04073b0e33e6a0ab7d13d4ba5f9b,NA,warning5|warning2|warning6|warning8|warning4|warning3|warning1|warning7|warning9
126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.405,1,3.213,0,2.371,0,13.406,0,2.813,1,2.435,0,18.613,0,10.592,1,2.635,0,0,0,1,0,0,0,0,0,0,2,NA,22,20,3,NA,d6a03220fd2cc310aa9ce4b7a23d95e9c8df005639367649e305c2743737b144,NA,warning7|warning4|warning2|warning1|warning5|warning6|warning3|warning9|warning8
133,3.619,0,13.958,0,4.078,0,5.397,1,10.985,0,6.448,0,5.593,0,7.283,1,9.801,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,2,NA,23,5,3,NA,2235885f38e8b57852ef406478a6901ba65db35d333efb0072c666eb2c61a0f9,control5|control2|control9|control4|control6|control8|control3|control1|control7,NA
645,22.572,1,7.413,1,8.283,1,14.881,1,8.129,1,6.389,1,17.097,1,29.38,1,46.797,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,34,1,3,NA,2a22dcc6c804e21ce4025d35df5b994fceec3c66f23a59c9e8ebe2cf67227224,control9|control1|control8|control2|control5|control3|control7|control4|control6,NA
113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.463,1,3.747,0,2.713,0,1.913,1,16.267,0,3.17,0,3.011,1,3.817,1,7.532,0,0,1,0,0,0,0,0,0,0,2,NA,34,300,1,NA,1b1987650d89a0b7680d4ef240f0281313e684284eca0f89c9b22d700490c8f1,NA,warning5|warning9|warning6|warning8|warning4|warning7|warning1|warning2|warning3
166,7.173,0,7.74,0,10.25,0,3.8,0,3.392,0,6.768,0,4.516,0,37.144,0,4.743,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,2,NA,31,100,3,NA,0cc4bd09ec12a0e4ce36ef67c7045aaacb7fcacbbfadca6dee9403f90d3920de,control8|control3|control6|control2|control7|control1|control4|control9|control5,NA
276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.193,0,1.981,0,5.25,1,3.771,0,2.315,0,3.732,0,10.32,1,2.455,1,8.405,1,0,2,0,0,1,0,0,0,1,2,NA,38,250,3,NA,c5410c316d8a551f32142ca50f8cc65a3aeeb1edad12793c2a3e42e0ed7ae3b8,NA,warning3|warning8|warning1|warning9|warning4|warning2|warning5|warning6|warning7
439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.381,1,6.754,0,13.961,0,11.963,0,64.768,1,2.963,0,14.834,0,17.485,0,5.037,0,0,0,1,0,0,0,0,0,0,2,NA,51,85,3,NA,75ebc3084dc35985afd6fc9528783050962a9d86c077fd636d40916750edabef,NA,warning5|warning3|warning8|warning9|warning7|warning2|warning1|warning4|warning6
321,2.508,0,4.543,0,1.487,0,2.895,0,8.838,1,2.967,1,3.677,0,87.141,1,16.232,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,NA,19,2,3,NA,f9c0fb2908800546aee456d3373582d13b5750ba168dde2a3a77837cdd1638ed,control8|control9|control7|control4|control1|control5|control6|control2|control3,NA
237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.005,1,4.132,0,6.504,1,11.621,0,11.579,1,5.185,0,4.332,0,7.958,0,5.501,0,1,0,1,0,1,0,2,0,1,2,NA,27,100,3,This was a very fun survey,6af0d5e647a02f5c03dad66038e5e7b28f31ca3d51fd444f670b60199da5c446,NA,warning1|warning4|warning9|warning7|warning8|warning2|warning3|warning5|warning6
496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.314,0,9.075,1,6.011,1,19.733,1,10.211,1,23.164,0,160.675,0,31.818,0,35.816,0,1,1,0,0,0,0,0,0,0,2,NA,19,35,1,NA,0aa60f4a0b6003f985612da244a64adac55cf7dab7a23267c95477d5730f3f65,NA,warning7|warning1|warning4|warning9|warning6|warning2|warning5|warning8|warning3
135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.764,1,3.287,0,10.195,0,5.677,0,3.63,0,4.566,1,16.828,1,3.519,0,3.616,0,1,0,1,0,0,0,0,0,0,2,NA,46,100,3,none,c223879667e18ffdcadd4ba6310933087371ad7e2205151fbdc99758035a4da8,NA,warning7|warning3|warning1|warning9|warning2|warning6|warning4|warning5|warning8
201,5.14,1,11.645,0,31.607,0,5.341,1,10.502,0,6.398,0,5.756,0,13.191,1,9.908,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,2,NA,48,160,3,NA,61f9a20267bfc71b1b8f90d6c2ae7316b10d857016dd29189561f597dd4bbbd1,control3|control2|control9|control6|control7|control1|control5|control8|control4,NA
196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.687,1,28.038,1,6.193,0,6.774,1,9.803,0,4.351,0,29.429,0,7.096,0,13.646,1,1,0,0,0,0,0,0,0,1,2,NA,41,20,3,NA,74ac0e60e1e36b5c1003c3aa5a594f05a612fa937be054adf88d2310537e9625,NA,warning2|warning7|warning1|warning6|warning4|warning8|warning9|warning3|warning5
624,8.493,0,10.519,0,56.337,1,37.752,0,45.185,1,46.376,1,37.263,1,39.151,0,54.202,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,NA,61,40,3,I am now wondering if the bets that appeared depended on the responses to the earlier offers - just an idle thought on a dull morning,a234ce64181097e3d56326c74361554dd418f30df993e8065e919b800eb1ff5e,control9|control8|control6|control7|control4|control5|control2|control3|control1,NA
318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.595,0,23.796,0,3.912,0,60.409,0,4.616,0,4.67,0,21.114,0,7.886,0,7.958,0,0,1,1,0,1,0,0,0,1,2,NA,23,55,3,NA,57920a220a9f66ea86ad095ab9c1fbbdf4f9524f8cbe10481845ba9941750538,NA,warning4|warning2|warning7|warning9|warning5|warning1|warning6|warning8|warning3
319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.586,1,7.354,0,4.301,0,7.273,1,23.737,1,39.851,0,14.901,1,23.001,1,72.572,1,1,1,1,1,1,0,2,1,1,2,NA,27,50,3,NA,0b04dfb5df9023aa22e4e429b5f8723e80f9ccc4b49c0c611acccb48ecfb997b,NA,warning5|warning9|warning1|warning8|warning6|warning7|warning2|warning4|warning3
